"Quarter","Category","YoY_Change"
"2020-Q2","Dairy",6.57004830917873
"2020-Q2","Dairy",5.5662188099808
"2020-Q3","Dairy",5.13796384395815
"2020-Q3","Dairy",3.95852968897268
"2020-Q3","Dairy",2.98786181139123
"2020-Q4","Dairy",2.803738317757
"2020-Q4","Dairy",2.32126276694522
"2020-Q4","Dairy",2.38970588235294
"2021-Q1","Dairy",1.37614678899083
"2021-Q1","Dairy",1.10599078341014
"2021-Q1","Dairy",-0.271493212669682
"2021-Q2","Dairy",-0.899280575539574
"2021-Q2","Dairy",-0.271985494106974
"2021-Q2","Dairy",0.363636363636366
"2021-Q3","Dairy",0.0904977375565608
"2021-Q3","Dairy",0.271985494106985
"2021-Q3","Dairy",0.362647325475973
"2021-Q4","Dairy",0.727272727272732
"2021-Q4","Dairy",1.3611615245009
"2021-Q4","Dairy",2.96229802513466
"2022-Q1","Dairy",3.25791855203619
"2022-Q1","Dairy",4.10209662716499
"2022-Q1","Dairy",4.80943738656987
"2022-Q2","Dairy",5.53539019963702
"2022-Q2","Dairy",5.09090909090908
"2022-Q2","Dairy",5.52536231884058
"2022-Q3","Dairy",9.49367088607596
"2022-Q3","Dairy",12.1157323688969
"2022-Q3","Dairy",13.550135501355
"2022-Q4","Dairy",14.4404332129964
"2022-Q4","Dairy",15.3088630259624
"2022-Q4","Dairy",14.3853530950305
"2023-Q1","Dairy",14.4609991235758
"2023-Q1","Dairy",14.2732049036778
"2023-Q1","Dairy",15.0649350649351
"2023-Q2","Dairy",14.5313843508168
"2023-Q2","Dairy",15.0519031141868
"2023-Q2","Dairy",15.0214592274678
"2023-Q3","Dairy",12.7167630057804
"2023-Q3","Dairy",10.0806451612903
"2023-Q3","Dairy",8.03500397772474
"2023-Q4","Dairy",7.80757097791798
"2023-Q4","Dairy",6.055900621118
"2023-Q4","Dairy",5.18292682926831
"2024-Q1","Dairy",4.97702909647779
"2024-Q1","Dairy",4.21455938697317
"2024-Q1","Dairy",2.93453724604966
"2024-Q2","Dairy",2.70270270270272
"2024-Q2","Dairy",2.40601503759397
"2024-Q2","Dairy",1.64179104477611
"2024-Q3","Dairy",-0.21978021978023
"2024-Q3","Dairy",-0.21978021978023
"2024-Q3","Dairy",-0.220913107511056
"2024-Q4","Dairy",-1.82882223847842
"2024-Q4","Dairy",-0.878477306002923
"2024-Q4","Dairy",-0.94202898550726
"2025-Q1","Dairy",-0.437636761487958
"2025-Q1","Dairy",-0.294117647058822
"2025-Q1","Dairy",0.0730994152046804
"2019-Q1","Food & Non-Alcoholic Beverages",1.36452241715401
"2019-Q1","Food & Non-Alcoholic Beverages",2.729044834308
"2019-Q1","Food & Non-Alcoholic Beverages",3.32355816226784
"2019-Q2","Food & Non-Alcoholic Beverages",2.54901960784313
"2019-Q2","Food & Non-Alcoholic Beverages",2.75049115913555
"2019-Q2","Food & Non-Alcoholic Beverages",2.15264187866928
"2019-Q3","Food & Non-Alcoholic Beverages",2.14843749999998
"2019-Q3","Food & Non-Alcoholic Beverages",2.33690360272638
"2019-Q3","Food & Non-Alcoholic Beverages",2.34375
"2019-Q4","Food & Non-Alcoholic Beverages",2.23084384093115
"2019-Q4","Food & Non-Alcoholic Beverages",2.80735721200387
"2019-Q4","Food & Non-Alcoholic Beverages",3.37512054001929
"2020-Q1","Food & Non-Alcoholic Beverages",3.26923076923078
"2020-Q1","Food & Non-Alcoholic Beverages",2.3719165085389
"2020-Q1","Food & Non-Alcoholic Beverages",4.2573320719016
"2020-Q2","Food & Non-Alcoholic Beverages",5.25812619502868
"2020-Q2","Food & Non-Alcoholic Beverages",4.20650095602295
"2020-Q2","Food & Non-Alcoholic Beverages",4.6934865900383
"2020-Q3","Food & Non-Alcoholic Beverages",4.20650095602295
"2020-Q3","Food & Non-Alcoholic Beverages",3.90104662226451
"2020-Q3","Food & Non-Alcoholic Beverages",3.43511450381679
"2020-Q4","Food & Non-Alcoholic Beverages",2.84629981024669
"2020-Q4","Food & Non-Alcoholic Beverages",2.91902071563088
"2020-Q4","Food & Non-Alcoholic Beverages",2.42537313432836
"2021-Q1","Food & Non-Alcoholic Beverages",2.23463687150838
"2021-Q1","Food & Non-Alcoholic Beverages",1.5755329008341
"2021-Q1","Food & Non-Alcoholic Beverages",-0.907441016333943
"2021-Q2","Food & Non-Alcoholic Beverages",-0.0908265213442228
"2021-Q2","Food & Non-Alcoholic Beverages",1.37614678899083
"2021-Q2","Food & Non-Alcoholic Beverages",0.914913083257085
"2021-Q3","Food & Non-Alcoholic Beverages",1.10091743119267
"2021-Q3","Food & Non-Alcoholic Beverages",1.28205128205128
"2021-Q3","Food & Non-Alcoholic Beverages",1.29151291512914
"2021-Q4","Food & Non-Alcoholic Beverages",1.38376383763839
"2021-Q4","Food & Non-Alcoholic Beverages",1.55535224153707
"2021-Q4","Food & Non-Alcoholic Beverages",1.82149362477231
"2022-Q1","Food & Non-Alcoholic Beverages",2.9143897996357
"2022-Q1","Food & Non-Alcoholic Beverages",4.37956204379564
"2022-Q1","Food & Non-Alcoholic Beverages",5.03663003663004
"2022-Q2","Food & Non-Alcoholic Beverages",4.72727272727274
"2022-Q2","Food & Non-Alcoholic Beverages",5.33936651583711
"2022-Q2","Food & Non-Alcoholic Beverages",6.34632819582956
"2022-Q3","Food & Non-Alcoholic Beverages",7.71324863883847
"2022-Q3","Food & Non-Alcoholic Beverages",9.49367088607596
"2022-Q3","Food & Non-Alcoholic Beverages",9.56284153005464
"2022-Q4","Food & Non-Alcoholic Beverages",8.9171974522293
"2022-Q4","Food & Non-Alcoholic Beverages",9.36936936936938
"2022-Q4","Food & Non-Alcoholic Beverages",9.48121645796065
"2023-Q1","Food & Non-Alcoholic Beverages",8.23008849557523
"2023-Q1","Food & Non-Alcoholic Beverages",7.95454545454546
"2023-Q1","Food & Non-Alcoholic Beverages",8.10810810810811
"2023-Q2","Food & Non-Alcoholic Beverages",7.89930555555556
"2023-Q2","Food & Non-Alcoholic Beverages",7.90378006872852
"2023-Q2","Food & Non-Alcoholic Beverages",6.99062233589087
"2023-Q3","Food & Non-Alcoholic Beverages",5.56023588879528
"2023-Q3","Food & Non-Alcoholic Beverages",4.37654830718415
"2023-Q3","Food & Non-Alcoholic Beverages",4.65502909393185
"2023-Q4","Food & Non-Alcoholic Beverages",5.26315789473684
"2023-Q4","Food & Non-Alcoholic Beverages",4.61285008237231
"2023-Q4","Food & Non-Alcoholic Beverages",4.0032679738562
"2024-Q1","Food & Non-Alcoholic Beverages",4.41537203597711
"2024-Q1","Food & Non-Alcoholic Beverages",3.56275303643725
"2024-Q1","Food & Non-Alcoholic Beverages",3.46774193548387
"2024-Q2","Food & Non-Alcoholic Beverages",3.78117457763476
"2024-Q2","Food & Non-Alcoholic Beverages",3.26433121019107
"2024-Q2","Food & Non-Alcoholic Beverages",3.26693227091632
"2024-Q3","Food & Non-Alcoholic Beverages",3.83080606544293
"2024-Q3","Food & Non-Alcoholic Beverages",3.4018987341772
"2024-Q3","Food & Non-Alcoholic Beverages",3.25655281969817
"2024-Q4","Food & Non-Alcoholic Beverages",3.25396825396824
"2024-Q4","Food & Non-Alcoholic Beverages",2.91338582677165
"2024-Q4","Food & Non-Alcoholic Beverages",2.74941084053417
"2025-Q1","Food & Non-Alcoholic Beverages",3.28895849647612
"2025-Q1","Food & Non-Alcoholic Beverages",3.12744331508992
"2025-Q1","Food & Non-Alcoholic Beverages",3.35151987529227
"2019-Q1","Fruit & Vegetables",-0.179533213644523
"2019-Q1","Fruit & Vegetables",6.41139804096171
"2019-Q1","Fruit & Vegetables",10.0452488687783
"2019-Q2","Fruit & Vegetables",5.64814814814814
"2019-Q2","Fruit & Vegetables",7.04225352112675
"2019-Q2","Fruit & Vegetables",2.74473924977128
"2019-Q3","Fruit & Vegetables",1.82982616651417
"2019-Q3","Fruit & Vegetables",0.63810391978123
"2019-Q3","Fruit & Vegetables",-0.914913083257085
"2019-Q4","Fruit & Vegetables",-1.15967885816235
"2019-Q4","Fruit & Vegetables",1.8987341772152
"2019-Q4","Fruit & Vegetables",5.63002680965148
"2020-Q1","Fruit & Vegetables",5.03597122302157
"2020-Q1","Fruit & Vegetables",0.753138075313808
"2020-Q1","Fruit & Vegetables",4.0296052631579
"2020-Q2","Fruit & Vegetables",6.66082383873796
"2020-Q2","Fruit & Vegetables",3.59649122807018
"2020-Q2","Fruit & Vegetables",9.52804986642921
"2020-Q3","Fruit & Vegetables",7.54716981132075
"2020-Q3","Fruit & Vegetables",10.1449275362319
"2020-Q3","Fruit & Vegetables",8.31024930747923
"2020-Q4","Fruit & Vegetables",4.87364620938628
"2020-Q4","Fruit & Vegetables",5.05767524401064
"2020-Q4","Fruit & Vegetables",2.19966159052454
"2021-Q1","Fruit & Vegetables",1.71232876712328
"2021-Q1","Fruit & Vegetables",-2.32558139534884
"2021-Q1","Fruit & Vegetables",-9.09090909090909
"2021-Q2","Fruit & Vegetables",-1.06820049301561
"2021-Q2","Fruit & Vegetables",6.43522438611348
"2021-Q2","Fruit & Vegetables",0.731707317073171
"2021-Q3","Fruit & Vegetables",1.75438596491229
"2021-Q3","Fruit & Vegetables",-1.48026315789473
"2021-Q3","Fruit & Vegetables",-2.72804774083547
"2021-Q4","Fruit & Vegetables",-1.37693631669537
"2021-Q4","Fruit & Vegetables",-0.929054054054057
"2021-Q4","Fruit & Vegetables",-0.24834437086092
"2022-Q1","Fruit & Vegetables",2.94612794612794
"2022-Q1","Fruit & Vegetables",6.63265306122449
"2022-Q1","Fruit & Vegetables",10.0869565217391
"2022-Q2","Fruit & Vegetables",6.81063122923586
"2022-Q2","Fruit & Vegetables",4.61416070007956
"2022-Q2","Fruit & Vegetables",9.03954802259885
"2022-Q3","Fruit & Vegetables",14.8604269293924
"2022-Q3","Fruit & Vegetables",19.0317195325542
"2022-Q3","Fruit & Vegetables",17.353198948291
"2022-Q4","Fruit & Vegetables",9.42408376963353
"2022-Q4","Fruit & Vegetables",9.46291560102304
"2022-Q4","Fruit & Vegetables",9.79253112033196
"2023-Q1","Fruit & Vegetables",5.06950122649223
"2023-Q1","Fruit & Vegetables",5.82137161084528
"2023-Q1","Fruit & Vegetables",5.92417061611374
"2023-Q2","Fruit & Vegetables",3.49922239502334
"2023-Q2","Fruit & Vegetables",2.66159695817489
"2023-Q2","Fruit & Vegetables",0.962250185048119
"2023-Q3","Fruit & Vegetables",-5.36097212294496
"2023-Q3","Fruit & Vegetables",-8.34502103786817
"2023-Q3","Fruit & Vegetables",-5.37714712471994
"2023-Q4","Fruit & Vegetables",0.956937799043045
"2023-Q4","Fruit & Vegetables",0.70093457943925
"2023-Q4","Fruit & Vegetables",-2.19198790627363
"2024-Q1","Fruit & Vegetables",1.55642023346303
"2024-Q1","Fruit & Vegetables",-0.527505651846261
"2024-Q1","Fruit & Vegetables",-1.193139448173
"2024-Q2","Fruit & Vegetables",3.45604808414726
"2024-Q2","Fruit & Vegetables",4.37037037037038
"2024-Q2","Fruit & Vegetables",3.59237536656891
"2024-Q3","Fruit & Vegetables",7.47734138972811
"2024-Q3","Fruit & Vegetables",9.64039785768938
"2024-Q3","Fruit & Vegetables",9.0765588003157
"2024-Q4","Fruit & Vegetables",8.53080568720379
"2024-Q4","Fruit & Vegetables",6.03248259860787
"2024-Q4","Fruit & Vegetables",4.48222565687788
"2025-Q1","Fruit & Vegetables",6.97318007662835
"2025-Q1","Fruit & Vegetables",5.22727272727272
"2025-Q1","Fruit & Vegetables",7.62264150943395
"2019-Q1","Meat & Seafood",3.36633663366337
"2019-Q1","Meat & Seafood",4.4776119402985
"2019-Q1","Meat & Seafood",3.97614314115309
"2019-Q2","Meat & Seafood",3.17145688800791
"2019-Q2","Meat & Seafood",4.4687189672294
"2019-Q2","Meat & Seafood",4.66732869910627
"2019-Q3","Meat & Seafood",4.97017892644136
"2019-Q3","Meat & Seafood",5.33070088845016
"2019-Q3","Meat & Seafood",5.90551181102361
"2019-Q4","Meat & Seafood",5.96285434995114
"2019-Q4","Meat & Seafood",5.25291828793775
"2019-Q4","Meat & Seafood",5.81959262851601
"2020-Q1","Meat & Seafood",5.07662835249041
"2020-Q1","Meat & Seafood",4.38095238095237
"2020-Q1","Meat & Seafood",7.74378585086042
"2020-Q2","Meat & Seafood",6.91642651296831
"2020-Q2","Meat & Seafood",6.4638783269962
"2020-Q2","Meat & Seafood",6.4516129032258
"2020-Q3","Meat & Seafood",6.72348484848486
"2020-Q3","Meat & Seafood",6.2792877225867
"2020-Q3","Meat & Seafood",4.83271375464684
"2020-Q4","Meat & Seafood",3.78228782287822
"2020-Q4","Meat & Seafood",4.62107208872458
"2020-Q4","Meat & Seafood",4.76626947754355
"2021-Q1","Meat & Seafood",4.37556973564266
"2021-Q1","Meat & Seafood",4.56204379562044
"2021-Q1","Meat & Seafood",1.77462289263532
"2021-Q2","Meat & Seafood",3.50404312668464
"2021-Q2","Meat & Seafood",3.2142857142857
"2021-Q2","Meat & Seafood",2.85204991087344
"2021-Q3","Meat & Seafood",2.66193433895296
"2021-Q3","Meat & Seafood",2.38095238095237
"2021-Q3","Meat & Seafood",2.74822695035462
"2021-Q4","Meat & Seafood",2.75555555555556
"2021-Q4","Meat & Seafood",2.56183745583038
"2021-Q4","Meat & Seafood",2.01224846894137
"2022-Q1","Meat & Seafood",5.1528384279476
"2022-Q1","Meat & Seafood",7.15532286212914
"2022-Q1","Meat & Seafood",5.84132519616392
"2022-Q2","Meat & Seafood",5.46875
"2022-Q2","Meat & Seafood",6.14186851211074
"2022-Q2","Meat & Seafood",6.41247833622183
"2022-Q3","Meat & Seafood",7.08729472774416
"2022-Q3","Meat & Seafood",7.14900947459087
"2022-Q3","Meat & Seafood",7.59275237273511
"2022-Q4","Meat & Seafood",7.87197231833912
"2022-Q4","Meat & Seafood",8.09646856158484
"2022-Q4","Meat & Seafood",8.40480274442539
"2023-Q1","Meat & Seafood",5.06644518272426
"2023-Q1","Meat & Seafood",3.25732899022801
"2023-Q1","Meat & Seafood",4.28336079077429
"2023-Q2","Meat & Seafood",4.44444444444445
"2023-Q2","Meat & Seafood",3.83048084759576
"2023-Q2","Meat & Seafood",2.6872964169381
"2023-Q3","Meat & Seafood",2.42130750605327
"2023-Q3","Meat & Seafood",2.57234726688103
"2023-Q3","Meat & Seafood",1.68404170008019
"2023-Q4","Meat & Seafood",1.76423416198876
"2023-Q4","Meat & Seafood",0.239043824701191
"2023-Q4","Meat & Seafood",-1.89873417721519
"2024-Q1","Meat & Seafood",-1.97628458498024
"2024-Q1","Meat & Seafood",-1.97160883280757
"2024-Q1","Meat & Seafood",-0.868878357030012
"2024-Q2","Meat & Seafood",-0.551615445232467
"2024-Q2","Meat & Seafood",-0.627943485086346
"2024-Q2","Meat & Seafood",-0.158604282315611
"2024-Q3","Meat & Seafood",0.236406619385332
"2024-Q3","Meat & Seafood",0.235109717868354
"2024-Q3","Meat & Seafood",0.867507886435348
"2024-Q4","Meat & Seafood",1.2608353033885
"2024-Q4","Meat & Seafood",2.38473767885534
"2024-Q4","Meat & Seafood",4.03225806451613
"2025-Q1","Meat & Seafood",4.67741935483872
"2025-Q1","Meat & Seafood",4.42477876106195
"2025-Q1","Meat & Seafood",3.74501992031873
